"partenza_lng","partenza_lat","arrivo_lng","arrivo_lat","dev_home"
-74.0038149983005,40.7153109933688,-74.0038149983005,40.7153109933688,11614
-74.0038149983005,40.7153109933688,-73.9655539042136,40.7824774588668,195
-74.0038149983005,40.7153109933688,-73.950769083898,40.7812227864991,156
-74.0038149983005,40.7153109933688,-73.9990120938718,40.712550783803,121
-74.0038149983005,40.7153109933688,-73.8755016333332,40.8578212754456,110
-74.0038149983005,40.7153109933688,-73.9268637963591,40.6878218386779,109
-74.0038149983005,40.7153109933688,-73.9564090057467,40.6446151185667,96
-74.0038149983005,40.7153109933688,-73.8587633138204,40.9502098946964,94
-74.0038149983005,40.7153109933688,-73.9592792155269,40.76542783617,93
-74.0038149983005,40.7153109933688,-73.9819323192465,40.7261698687318,89
-74.0038149983005,40.7153109933688,-73.8874679063928,40.7004650555154,89
-74.0038149983005,40.7153109933688,-73.8956857816025,40.6712626017422,86
-74.0038149983005,40.7153109933688,-73.908132271985,40.8308752605816,86
-74.0038149983005,40.7153109933688,-73.9043992681062,40.6357597355924,84
-74.0038149983005,40.7153109933688,-73.9324785178817,40.8635566447513,82
-74.0038149983005,40.7153109933688,-73.9518301792165,40.8231312040911,81
-74.0038149983005,40.7153109933688,-73.885149999583,40.8617888766585,77
-74.0038149983005,40.7153109933688,-73.6181636161761,40.7041577278308,74
-74.0038149983005,40.7153109933688,-73.9656822602106,40.743557248373,70
-74.0038149983005,40.7153109933688,-73.9278042233384,40.6187471492827,68
-74.0038149983005,40.7153109933688,-73.8380005208005,40.8870598202685,66
-74.0038149983005,40.7153109933688,-74.1519352857971,40.599252988991,65
-74.0038149983005,40.7153109933688,-74.177287431203,40.5491407395902,64
-74.0038149983005,40.7153109933688,-74.0988119813001,40.6248235646775,63
-74.0038149983005,40.7153109933688,-73.9885098691764,40.7152716960492,63
-74.0038149983005,40.7153109933688,-73.9278969757315,40.8459114459701,60
-74.0038149983005,40.7153109933688,-73.9701396915322,40.8123923276236,60
-74.0038149983005,40.7153109933688,-72.9757184888144,40.7601692892087,59
-74.0038149983005,40.7153109933688,-73.791398191679,40.9157153016138,59
-74.0038149983005,40.7153109933688,-74.4723133351007,41.4429537846004,58
-74.0038149983005,40.7153109933688,-73.8974828602427,40.8654360820503,57
-74.0038149983005,40.7153109933688,-73.2353783413253,40.7806000211885,56
-74.0038149983005,40.7153109933688,-73.9530564293648,40.5836157882736,54
