"arrivo_lng","arrivo_lat","partenza_lng","partenza_lat","dev_home"
-74.0325939728768,40.618381819227,-73.9655539042136,40.7824774588668,1426
-74.0325939728768,40.618381819227,-73.950769083898,40.7812227864991,158
-74.0325939728768,40.618381819227,-74.0038149983005,40.7153109933688,153
-74.0325939728768,40.618381819227,-73.9592792155269,40.76542783617,52
-74.0325939728768,40.618381819227,-73.9908946228245,40.774304261199,46
-74.0325939728768,40.618381819227,-73.908132271985,40.8308752605816,40
-74.0325939728768,40.618381819227,-73.9933163098828,40.7669649274463,36
-74.0325939728768,40.618381819227,-73.9471624387976,40.7968025760692,36
-74.0325939728768,40.618381819227,-73.9503845191415,40.7981806010138,36
-74.0325939728768,40.618381819227,-73.9934047898937,40.7699011798081,34
-74.0325939728768,40.618381819227,-73.952297293796,40.7897938064956,33
-74.0325939728768,40.618381819227,-73.9738225407272,40.7816849391558,32
-74.0325939728768,40.618381819227,-73.9640461584219,40.7963742239362,32
-74.0325939728768,40.618381819227,-73.9691911440775,40.7931177624901,30
-74.0325939728768,40.618381819227,-73.9917344693143,40.7622091963116,28
-74.0325939728768,40.618381819227,-73.9582720696349,40.769478511812,28
-74.0325939728768,40.618381819227,-73.9498327211651,40.7945969125504,28
-74.0325939728768,40.618381819227,-73.9489002286453,40.7958865045839,27
-74.0325939728768,40.618381819227,-73.9971307044062,40.7619528309086,27
-74.0325939728768,40.618381819227,-73.9540798117623,40.7801247305546,27
-74.0325939728768,40.618381819227,-73.943950987794,40.8007079186187,26
-74.0325939728768,40.618381819227,-73.9463252821915,40.7851820475277,26
-74.0325939728768,40.618381819227,-73.949124354737,40.7813486490039,25
-74.0325939728768,40.618381819227,-73.9438169941135,40.7866166291976,25
-74.0325939728768,40.618381819227,-73.9628670133538,40.7954556975221,25
-74.0325939728768,40.618381819227,-73.967748210209,40.7950992712099,25
-74.0325939728768,40.618381819227,-73.9701396915322,40.8123923276236,25
-74.0325939728768,40.618381819227,-73.9485219345507,40.7994070125194,25
-74.0325939728768,40.618381819227,-73.9849196885732,40.7766513806235,24
-74.0325939728768,40.618381819227,-73.9935495197085,40.7798936390677,24
-74.0325939728768,40.618381819227,-73.9753455437181,40.7639780782264,23
-74.0325939728768,40.618381819227,-73.9452475161194,40.7922222703123,22
-74.0325939728768,40.618381819227,-73.9477734422698,40.7945398901894,22
-74.0325939728768,40.618381819227,-73.9656822602106,40.743557248373,21
-74.0325939728768,40.618381819227,-73.9658549735924,40.7926082656867,21
-74.0325939728768,40.618381819227,-73.9819323192465,40.7261698687318,21
-74.0325939728768,40.618381819227,-73.9885098691764,40.7152716960492,21
-74.0325939728768,40.618381819227,-73.9414528532255,40.793976881269,21
-74.0325939728768,40.618381819227,-73.9501315747934,40.7717083090128,21
-74.0325939728768,40.618381819227,-73.9526252326864,40.7997735097433,20
-74.0325939728768,40.618381819227,-73.9880836193926,40.7672144433392,20
-74.0325939728768,40.618381819227,-73.947619382623,40.8019615815894,20
-74.0325939728768,40.618381819227,-73.9372861517077,40.8276624692045,20
-74.0325939728768,40.618381819227,-73.9661556933998,40.7972874156841,20
-74.0325939728768,40.618381819227,-73.950120838107,40.800096801403,20
-74.0325939728768,40.618381819227,-73.945676893684,40.7945139941789,20
-74.0325939728768,40.618381819227,-73.9771303161035,40.7771572752032,19
-74.0325939728768,40.618381819227,-73.9496341228818,40.7919888952848,19
-74.0325939728768,40.618381819227,-73.9468346977947,40.7987060907993,19
-74.0325939728768,40.618381819227,-73.938742922833,40.8527647146352,19
-74.0325939728768,40.618381819227,-73.9461230571024,40.7875855530716,19
-74.0325939728768,40.618381819227,-73.9573830563098,40.7755977861416,18
-74.0325939728768,40.618381819227,-73.94852887546,40.7718932173572,18
-74.0325939728768,40.618381819227,-73.9526157479791,40.7786854530213,18
-74.0325939728768,40.618381819227,-73.9599305666845,40.7603923560857,18
-74.0325939728768,40.618381819227,-73.9426693409907,40.7881872537639,18
-74.0325939728768,40.618381819227,-73.9404186416182,40.8172504002946,18
-74.0325939728768,40.618381819227,-73.8587633138204,40.9502098946964,18
-74.0325939728768,40.618381819227,-73.9687450460331,40.7975531469918,18
-74.0325939728768,40.618381819227,-73.9197747593828,40.86922413082,18
-74.0325939728768,40.618381819227,-73.9969494003003,40.7646299145246,17
-74.0325939728768,40.618381819227,-73.9589932555323,40.7762762852725,17
-74.0325939728768,40.618381819227,-73.9399962180624,40.7874874581065,17
-74.0325939728768,40.618381819227,-73.9324785178817,40.8635566447513,17
-74.0325939728768,40.618381819227,-73.9766562824447,40.7828904941307,17
-74.0325939728768,40.618381819227,-75.4569273511707,43.2167700490234,17
-74.0325939728768,40.618381819227,-73.9861573474605,40.7647653349344,16
-74.0325939728768,40.618381819227,-73.9812407944456,40.7706158997021,16
-74.0325939728768,40.618381819227,-73.9593617807981,40.8002541408547,16
-74.0325939728768,40.618381819227,-73.9614615697994,40.7973825531242,16
-74.0325939728768,40.618381819227,-73.986103923123,40.7601966355389,16
-74.0325939728768,40.618381819227,-73.9562729903184,40.8006453794804,16
-74.0325939728768,40.618381819227,-73.9449776467903,40.7891543350809,16
-74.0325939728768,40.618381819227,-73.9483422208738,40.7061223341527,16
-74.0325939728768,40.618381819227,-73.9823155889811,40.7751409241978,16
-74.0325939728768,40.618381819227,-73.9890168310536,40.7788096161678,16
-74.0325939728768,40.618381819227,-73.9785861342408,40.8007755416577,15
-74.0325939728768,40.618381819227,-73.9355240620771,40.8220318651921,15
-74.0325939728768,40.618381819227,-73.9436080579716,40.7973477494322,15
-74.0325939728768,40.618381819227,-73.9498502264093,40.782475413547,15
-74.0325939728768,40.618381819227,-73.9795618304051,40.7636199303959,15
-74.0325939728768,40.618381819227,-73.940784455604,40.7907657629815,15
-74.0325939728768,40.618381819227,-73.9563705205177,40.7827625886773,15
-74.0325939728768,40.618381819227,-73.9424335157817,40.7989612909066,15
-74.0325939728768,40.618381819227,-73.958488100901,40.7798598409345,15
-74.0325939728768,40.618381819227,-73.9563232210306,40.7785003840492,15
